molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value,pChEMBL_value
CHEMBL274031,Nc1ncc(Cc2cccc(OCc3ccccc3)c2)c(N)n1,active,455.5,6.34
CHEMBL274031,Nc1ncc(Cc2cccc(OCc3ccccc3)c2)c(N)n1,intermediate,2280.0,5.64
CHEMBL274031,Nc1ncc(Cc2cccc(OCc3ccccc3)c2)c(N)n1,active,30.0,7.52
CHEMBL279948,Cc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,active,670.0,6.17
CHEMBL279948,Cc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,intermediate,2640.0,5.58
CHEMBL21921,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCCc2ccccc2)n1,active,3.0,8.52
CHEMBL21921,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCCc2ccccc2)n1,active,4.2,8.38
CHEMBL21921,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCCc2ccccc2)n1,intermediate,3000.0,5.52
CHEMBL22327,COc1cc(Cc2cnc(N)nc2N)ccc1OCCCc1ccccc1,active,44.2,7.36
CHEMBL278847,CCc1nc(N)nc(N)c1-c1cccc(Cl)c1,active,1.4,8.85
CHEMBL22137,CCc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,active,3.7,8.43
CHEMBL365894,N/C(=N/O)c1ccc(Oc2c(Cl)cncc2Cl)cc1,inactive,16000.0,4.8
CHEMBL365894,N/C(=N/O)c1ccc(Oc2c(Cl)cncc2Cl)cc1,intermediate,6200.0,5.21
CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,active,80.0,7.1
CHEMBL95567,NNc1nc2ccccc2nc1NN,active,800.0,6.1
CHEMBL433204,CC(C)(C)C1N=C(N)N=C(N)N1c1ccc(Cl)cc1,intermediate,3838.0,5.42
CHEMBL329687,NC1=NC(c2ccccc2)N(c2cccc(Cl)c2)C(N)=N1,active,11.7,7.93
CHEMBL416552,CCCCCCc1nc(N)nc(N)c1-c1ccccc1,active,0.4,9.4
CHEMBL22148,CCc1nc(N)nc(N)c1-c1ccccc1,active,2.3,8.64
CHEMBL161451,NC1=NC(c2ccc(Oc3ccccc3)cc2)N(c2cccc(Cl)c2)C(N)=N1,active,0.3,9.52
CHEMBL161451,NC1=NC(c2ccc(Oc3ccccc3)cc2)N(c2cccc(Cl)c2)C(N)=N1,active,1.3,8.89
CHEMBL351099,NC1=NC(c2cccc(OCc3ccccc3)c2)N(c2ccc(Cl)cc2)C(N)=N1,active,0.7,9.15
CHEMBL352441,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCCOC(=O)OCc2ccccc2)n1,active,1.2,8.92
CHEMBL352441,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCCOC(=O)OCc2ccccc2)n1,active,1.1,8.96
CHEMBL7130,CC1(C)N=C(N)N=C(N)N1c1cccc(Cl)c1,active,3.0,8.52
CHEMBL21408,Cc1nc(N)nc(N)c1-c1ccccc1,inactive,30800.0,4.51
CHEMBL120123,COc1cc(Cc2c(C)nc(N)nc2N)ccc1OCc1ccccc1,inactive,25240.0,4.6
CHEMBL120123,COc1cc(Cc2c(C)nc(N)nc2N)ccc1OCc1ccccc1,intermediate,2850.0,5.54
CHEMBL29773,CCc1nc(N)nc(N)c1-c1cccc(OC)c1,active,1.07,8.97
CHEMBL119224,Nc1ncc(Cc2cccc(Oc3ccccc3)c2)c(N)n1,intermediate,2860.0,5.54
CHEMBL119224,Nc1ncc(Cc2cccc(Oc3ccccc3)c2)c(N)n1,active,30.0,7.52
CHEMBL118652,COc1cc(Cc2cnc(N)nc2N)ccc1OCCCOCCCOc1ccccc1,intermediate,2191.7,5.66
CHEMBL291931,COc1ccc(Cc2cnc(N)nc2N)cc1OCc1ccccc1,intermediate,3830.0,5.42
CHEMBL22039,Cc1nc(N)nc(N)c1-c1cccc(Cl)c1,active,3.1,8.51
CHEMBL21494,COC(=O)CCCc1nc(N)nc(N)c1-c1cccc(Cl)c1,active,0.5,9.3
CHEMBL22811,COc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,8.7,8.06
CHEMBL120123,COc1cc(Cc2c(C)nc(N)nc2N)ccc1OCc1ccccc1,active,180.0,6.75
CHEMBL120123,COc1cc(Cc2c(C)nc(N)nc2N)ccc1OCc1ccccc1,intermediate,4820.0,5.32
CHEMBL94470,N=C(S)N/N=C/c1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,intermediate,6800.0,5.17
CHEMBL243185,NC(=S)N/N=C/c1ccccc1,inactive,23600.0,4.63
CHEMBL323554,C/N=C(\S)NNC(=O)c1cccn(Cc2cccc(Cl)c2)c1=O,inactive,13600.0,4.87
CHEMBL21778,CCc1nc(N)nc(N)c1-c1ccc(C)cc1,active,284.0,6.55
CHEMBL21494,COC(=O)CCCc1nc(N)nc(N)c1-c1cccc(Cl)c1,active,1.7,8.77
CHEMBL159052,NC1=NC(c2cccc(OCCCOc3cc(Cl)c(Cl)cc3Cl)c2)N(c2cccc(Cl)c2)C(N)=N1,intermediate,7400.0,5.13
CHEMBL747,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,active,2.6,8.59
CHEMBL274031,Nc1ncc(Cc2cccc(OCc3ccccc3)c2)c(N)n1,intermediate,3330.0,5.48
CHEMBL119224,Nc1ncc(Cc2cccc(Oc3ccccc3)c2)c(N)n1,active,81.7,7.09
CHEMBL22137,CCc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,active,99.1,7.0
CHEMBL22137,CCc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,active,540.0,6.27
CHEMBL21921,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCCc2ccccc2)n1,active,42.0,7.38
CHEMBL326989,CCCOc1ccc(Cc2cnc(N)nc2N)cc1,intermediate,1091.3,5.96
CHEMBL22139,CCCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,105.6,6.98
CHEMBL22139,CCCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,258.6,6.59
CHEMBL22139,CCCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,intermediate,9750.0,5.01
CHEMBL416376,COc1cc(COc2ccc(Cc3cnc(N)nc3N)cc2)cc(OC)c1OC,active,5.2,8.28
CHEMBL118602,CCc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OC)c1,active,3.5,8.46
CHEMBL118602,CCc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OC)c1,inactive,11300.0,4.95
CHEMBL94470,N=C(S)N/N=C/c1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,intermediate,9000.0,5.05
CHEMBL21357,Cc1nc(N)nc(N)c1-c1ccc(Cl)cc1,active,0.84,9.08
CHEMBL419055,CCc1nc(N)nc(N)c1Cc1cc(OC)c(OC)c(OC)c1,active,697.6,6.16
CHEMBL22357,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1Cl,active,0.92,9.04
CHEMBL22271,CCOc1c(Br)cc(-c2c(N)nc(N)nc2CC)cc1Br,active,37.0,7.43
CHEMBL7005,CC1(C)N=C(N)N=C(N)N1c1ccc(F)cc1,active,170.0,6.77
CHEMBL22405,COC(=O)CCCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,active,0.14,9.85
CHEMBL22403,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCOCCCOc2ccccc2)n1,active,13.0,7.89
CHEMBL90018,NC1=NCN(c2ccc(Cl)cc2)C(N)=N1,active,0.84,9.08
CHEMBL95783,N/N=C(\S)Nc1ccc(OCc2ccccc2)cc1,intermediate,2000.0,5.7
CHEMBL365894,N/C(=N/O)c1ccc(Oc2c(Cl)cncc2Cl)cc1,active,930.0,6.03
CHEMBL129788,CC1(C)N=C(N)N=C(N)N1OCCCOc1cc(Cl)c(Cl)cc1Cl,active,1.1,8.96
CHEMBL434771,CCc1nc(N)nc(N)c1-c1ccc2c(c1)OCO2,active,72.0,7.14
CHEMBL21691,Nc1nc(N)c(-c2ccc(Cl)cc2)c(CCCc2ccccc2)n1,active,0.74,9.13
CHEMBL747,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,active,82.1,7.09
CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,active,1.4,8.85
CHEMBL323554,C/N=C(\S)NNC(=O)c1cccn(Cc2cccc(Cl)c2)c1=O,inactive,11300.0,4.95
CHEMBL95725,COC(=O)c1sccc1-c1ccc(/C(C)=N/NC(N)=O)o1,inactive,16000.0,4.8
CHEMBL161757,NC1=NC(c2cccc(Oc3cc(Cl)cc(Cl)c3)c2)N(c2cccc(Cl)c2)C(N)=N1,active,4.7,8.33
CHEMBL92583,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)c(Cl)c1,active,1.1,8.96
CHEMBL118425,Nc1ncc(Cc2ccc(OCCCOCCCOc3ccccc3)cc2)c(N)n1,intermediate,1589.0,5.8
CHEMBL351099,NC1=NC(c2cccc(OCc3ccccc3)c2)N(c2ccc(Cl)cc2)C(N)=N1,active,638.0,6.2
CHEMBL161117,NC1=NC(c2cccc(Oc3ccccc3)c2)N(c2cccc(Cl)c2)C(N)=N1,active,2.5,8.6
CHEMBL161117,NC1=NC(c2cccc(Oc3ccccc3)c2)N(c2cccc(Cl)c2)C(N)=N1,intermediate,2200.0,5.66
CHEMBL282275,CCc1nc(N)nc(N)c1-c1ccc(Br)cc1,active,0.84,9.08
CHEMBL22693,Nc1nc(N)c(-c2ccccc2)c(CCCc2ccccc2)n1,active,0.5,9.3
CHEMBL434771,CCc1nc(N)nc(N)c1-c1ccc2c(c1)OCO2,active,1.1,8.96
CHEMBL21494,COC(=O)CCCc1nc(N)nc(N)c1-c1cccc(Cl)c1,active,0.77,9.11
CHEMBL158570,NC1=NC(c2cccc(Oc3ccc(Cl)cc3)c2)N(c2cccc(Cl)c2)C(N)=N1,active,5.1,8.29
CHEMBL22405,COC(=O)CCCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,active,27.4,7.56
CHEMBL280410,COc1cc(COc2cc(Cc3cnc(N)nc3N)ccc2OCc2ccccc2)cc(OC)c1OC,inactive,17500.0,4.76
CHEMBL324775,CCCCCCCOc1cc(Cc2cnc(N)nc2N)ccc1OC,active,292.4,6.53
CHEMBL21690,Nc1ncc(-c2ccccc2)c(N)n1,active,41.9,7.38
CHEMBL7130,CC1(C)N=C(N)N=C(N)N1c1cccc(Cl)c1,active,3.7,8.43
CHEMBL93889,NC1=NC(c2ccccc2)N(c2ccc(Cl)cc2)C(N)=N1,intermediate,2436.0,5.61
CHEMBL282275,CCc1nc(N)nc(N)c1-c1ccc(Br)cc1,active,44.3,7.35
CHEMBL22148,CCc1nc(N)nc(N)c1-c1ccccc1,intermediate,3300.0,5.48
CHEMBL434771,CCc1nc(N)nc(N)c1-c1ccc2c(c1)OCO2,active,17.2,7.76
CHEMBL22357,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1Cl,inactive,22500.0,4.65
CHEMBL21921,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCCc2ccccc2)n1,active,1.2,8.92
CHEMBL19633,COc1ccc(Cc2cnc(N)nc2N)cc1OC,active,11.5,7.94
CHEMBL119669,CCCCCOc1cc(Cc2cnc(N)nc2N)ccc1OC,active,444.2,6.35
CHEMBL120123,COc1cc(Cc2c(C)nc(N)nc2N)ccc1OCc1ccccc1,active,89.5,7.05
CHEMBL119224,Nc1ncc(Cc2cccc(Oc3ccccc3)c2)c(N)n1,inactive,19080.0,4.72
CHEMBL22137,CCc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,active,3.7,8.43
CHEMBL22137,CCc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,intermediate,3570.0,5.45
CHEMBL326989,CCCOc1ccc(Cc2cnc(N)nc2N)cc1,active,211.5,6.67
CHEMBL332013,CCOc1ccc(Cc2cnc(N)nc2N)cc1OC,intermediate,3541.8,5.45
CHEMBL332013,CCOc1ccc(Cc2cnc(N)nc2N)cc1OC,inactive,11817.9,4.93
CHEMBL278847,CCc1nc(N)nc(N)c1-c1cccc(Cl)c1,active,12.7,7.9
CHEMBL29773,CCc1nc(N)nc(N)c1-c1cccc(OC)c1,active,73.0,7.14
CHEMBL22139,CCCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,30.0,7.52
CHEMBL21885,CCc1nc(N)nc(N)c1-c1ccc(C(C)(C)C)cc1,active,0.6,9.22
CHEMBL21395,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1ccccc1,active,7.1,8.15
CHEMBL21395,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1ccccc1,inactive,16600.0,4.78
CHEMBL90703,CCCC1N=C(N)N=C(N)N1c1ccc(Cl)cc1,active,107.0,6.97
CHEMBL161117,NC1=NC(c2cccc(Oc3ccccc3)c2)N(c2cccc(Cl)c2)C(N)=N1,intermediate,3500.0,5.46
CHEMBL158054,CCCC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,intermediate,3654.0,5.44
CHEMBL158570,NC1=NC(c2cccc(Oc3ccc(Cl)cc3)c2)N(c2cccc(Cl)c2)C(N)=N1,intermediate,2600.0,5.58
CHEMBL158570,NC1=NC(c2cccc(Oc3ccc(Cl)cc3)c2)N(c2cccc(Cl)c2)C(N)=N1,intermediate,3100.0,5.51
CHEMBL161034,NC1=NC(c2ccc(Oc3ccccc3)cc2)N(c2ccc(Cl)cc2)C(N)=N1,active,222.0,6.65
CHEMBL22039,Cc1nc(N)nc(N)c1-c1cccc(Cl)c1,active,14.0,7.85
CHEMBL158570,NC1=NC(c2cccc(Oc3ccc(Cl)cc3)c2)N(c2cccc(Cl)c2)C(N)=N1,active,1.3,8.89
CHEMBL21921,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCCc2ccccc2)n1,active,2.0,8.7
CHEMBL159052,NC1=NC(c2cccc(OCCCOc3cc(Cl)c(Cl)cc3Cl)c2)N(c2cccc(Cl)c2)C(N)=N1,active,4.0,8.4
CHEMBL280410,COc1cc(COc2cc(Cc3cnc(N)nc3N)ccc2OCc2ccccc2)cc(OC)c1OC,active,179.6,6.75
CHEMBL95274,N/C(=N\O)c1ccc(CNC(=O)c2ccc(Cl)cc2)cc1,inactive,93000.0,4.03
CHEMBL97598,C/C(=N\N=C(/N)S)c1ccc(Oc2c(Cl)cncc2Cl)cc1,intermediate,1500.0,5.82
CHEMBL416376,COc1cc(COc2ccc(Cc3cnc(N)nc3N)cc2)cc(OC)c1OC,inactive,19850.0,4.7
CHEMBL118602,CCc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OC)c1,intermediate,3737.7,5.43
CHEMBL118602,CCc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OC)c1,active,732.5,6.13
CHEMBL22,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,active,10.3,7.99
CHEMBL333779,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCCCc1ccccc1,active,525.3,6.28
CHEMBL21395,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1ccccc1,active,570.0,6.24
CHEMBL21395,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1ccccc1,active,431.4,6.37
CHEMBL21395,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1ccccc1,inactive,16590.0,4.78
CHEMBL115483,COc1cc(Cc2cnc(N)nc2N)ccc1OCCCOc1ccccc1,active,605.8,6.22
CHEMBL159040,Nc1nc(N)c(-c2ccccc2)c(CCCO)n1,active,58.5,7.23
CHEMBL422005,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCCO)n1,active,2.3,8.64
CHEMBL422005,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCCO)n1,active,57.0,7.24
CHEMBL21494,COC(=O)CCCc1nc(N)nc(N)c1-c1cccc(Cl)c1,active,0.5,9.3
CHEMBL158570,NC1=NC(c2cccc(Oc3ccc(Cl)cc3)c2)N(c2cccc(Cl)c2)C(N)=N1,intermediate,2000.0,5.7
CHEMBL158570,NC1=NC(c2cccc(Oc3ccc(Cl)cc3)c2)N(c2cccc(Cl)c2)C(N)=N1,intermediate,3200.0,5.5
CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,active,112.0,6.95
CHEMBL22,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,active,10.3,7.99
CHEMBL13636,CC1N=C(N)N=C(N)N1c1cccc(Cl)c1,active,9.9,8.0
CHEMBL348151,NC1=NC(c2cccc(Oc3cccc(C(F)(F)F)c3)c2)N(c2cccc(Cl)c2)C(N)=N1,intermediate,2800.0,5.55
CHEMBL347190,CC(=O)OCCCc1nc(N)nc(N)c1-c1ccccc1,active,18.0,7.75
CHEMBL346982,CCCOc1ccc(C2N=C(N)N=C(N)N2c2cccc(Cl)c2)cc1,active,4.0,8.4
CHEMBL416552,CCCCCCc1nc(N)nc(N)c1-c1ccccc1,active,0.3,9.52
CHEMBL5415214,CCc1nc(N)nc(N)c1Cc1cccc(-c2cccc(C(=O)OC)c2)c1.Cl,active,0.21,9.68
CHEMBL4209975,COc1cc(OC)cc(C(=O)NCCc2ccc(CNc3ccc4nc(N)nc(N)c4c3)cc2)c1,active,32.1,7.49
CHEMBL22403,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCOCCCOc2ccccc2)n1,active,1.7,8.77
CHEMBL21778,CCc1nc(N)nc(N)c1-c1ccc(C)cc1,inactive,12700.0,4.9
CHEMBL21408,Cc1nc(N)nc(N)c1-c1ccccc1,active,25.6,7.59
CHEMBL4212687,Nc1nc(N)c2cc(NCc3ccc(CCNC(=O)C4CCCCC4)cc3)ccc2n1,active,225.5,6.65
CHEMBL4213489,Nc1nc(N)c2cc(NCc3ccc(CCNC(=O)c4ccc(C(F)(F)F)cc4)cc3)ccc2n1,active,21.3,7.67
CHEMBL4216274,Nc1nc(N)c2cc(NCc3ccc(CCNC(=O)c4ccco4)cc3)ccc2n1,active,107.4,6.97
CHEMBL4203015,Nc1nc(N)c2cc(NCc3ccc(CCNC(=O)Cc4ccccc4)cc3)ccc2n1,active,70.1,7.15
CHEMBL365894,N/C(=N/O)c1ccc(Oc2c(Cl)cncc2Cl)cc1,inactive,25200.0,4.6
CHEMBL185800,Cc1cc2nc3n(c2cc1C)C(C)(C)NC(N)=N3,active,180.0,6.75
CHEMBL278813,COc1ccc(CCCc2nc(N)nc(N)c2-c2cccc(Cl)c2)cc1,active,11.0,7.96
CHEMBL279509,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCc1ccccc1,active,4.2,8.38
CHEMBL22693,Nc1nc(N)c(-c2ccccc2)c(CCCc2ccccc2)n1,intermediate,2700.0,5.57
CHEMBL161673,CCCCCCC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,active,20.0,7.7
CHEMBL161673,CCCCCCC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,intermediate,1900.0,5.72
CHEMBL161673,CCCCCCC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,intermediate,4100.0,5.39
CHEMBL119086,CCCOc1cc(Cc2c(N)nc(N)nc2CC)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,154.2,6.81
CHEMBL279948,Cc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,intermediate,4480.0,5.35
CHEMBL118652,COc1cc(Cc2cnc(N)nc2N)ccc1OCCCOCCCOc1ccccc1,active,1.8,8.74
CHEMBL118602,CCc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OC)c1,active,60.1,7.22
CHEMBL21494,COC(=O)CCCc1nc(N)nc(N)c1-c1cccc(Cl)c1,active,1.8,8.74
CHEMBL348151,NC1=NC(c2cccc(Oc3cccc(C(F)(F)F)c3)c2)N(c2cccc(Cl)c2)C(N)=N1,active,2.7,8.57
CHEMBL348151,NC1=NC(c2cccc(Oc3cccc(C(F)(F)F)c3)c2)N(c2cccc(Cl)c2)C(N)=N1,active,0.6,9.22
CHEMBL329687,NC1=NC(c2ccccc2)N(c2cccc(Cl)c2)C(N)=N1,active,111.0,6.96
CHEMBL329687,NC1=NC(c2ccccc2)N(c2cccc(Cl)c2)C(N)=N1,active,10.5,7.98
CHEMBL329687,NC1=NC(c2ccccc2)N(c2cccc(Cl)c2)C(N)=N1,active,800.0,6.1
CHEMBL22403,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCOCCCOc2ccccc2)n1,active,350.0,6.46
CHEMBL22403,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCOCCCOc2ccccc2)n1,intermediate,4600.0,5.34
CHEMBL22811,COc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,inactive,27800.0,4.56
CHEMBL278847,CCc1nc(N)nc(N)c1-c1cccc(Cl)c1,intermediate,1300.0,5.89
CHEMBL159052,NC1=NC(c2cccc(OCCCOc3cc(Cl)c(Cl)cc3Cl)c2)N(c2cccc(Cl)c2)C(N)=N1,intermediate,3000.0,5.52
CHEMBL158639,CCCC1(C)N=C(N)N=C(N)N1c1cccc(Cl)c1,active,39.4,7.41
CHEMBL158639,CCCC1(C)N=C(N)N=C(N)N1c1cccc(Cl)c1,active,180.0,6.75
CHEMBL158639,CCCC1(C)N=C(N)N=C(N)N1c1cccc(Cl)c1,active,290.0,6.54
CHEMBL158639,CCCC1(C)N=C(N)N=C(N)N1c1cccc(Cl)c1,intermediate,1100.0,5.96
CHEMBL346982,CCCOc1ccc(C2N=C(N)N=C(N)N2c2cccc(Cl)c2)cc1,intermediate,2900.0,5.54
CHEMBL118425,Nc1ncc(Cc2ccc(OCCCOCCCOc3ccccc3)cc2)c(N)n1,active,7.0,8.15
CHEMBL22901,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,1.8,8.74
CHEMBL22137,CCc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,active,204.7,6.69
CHEMBL22137,CCc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,intermediate,3020.0,5.52
CHEMBL22138,Nc1ncc(Cc2ccc(OCc3ccccc3)c(OCc3ccccc3)c2)c(N)n1,intermediate,2454.0,5.61
CHEMBL56146,Nc1ncc(Cc2ccc(OCc3ccccc3)cc2)c(N)n1,active,101.0,7.0
CHEMBL56146,Nc1ncc(Cc2ccc(OCc3ccccc3)cc2)c(N)n1,active,130.0,6.89
CHEMBL291931,COc1ccc(Cc2cnc(N)nc2N)cc1OCc1ccccc1,active,629.8,6.2
CHEMBL291931,COc1ccc(Cc2cnc(N)nc2N)cc1OCc1ccccc1,active,30.0,7.52
CHEMBL291931,COc1ccc(Cc2cnc(N)nc2N)cc1OCc1ccccc1,intermediate,5730.0,5.24
CHEMBL22,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,intermediate,6664.5,5.18
CHEMBL419055,CCc1nc(N)nc(N)c1Cc1cc(OC)c(OC)c(OC)c1,active,466.8,6.33
CHEMBL416373,CCCCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,258.6,6.59
CHEMBL416373,CCCCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,50.0,7.3
CHEMBL416373,CCCCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,inactive,15910.0,4.8
CHEMBL416376,COc1cc(COc2ccc(Cc3cnc(N)nc3N)cc2)cc(OC)c1OC,active,5.2,8.28
CHEMBL21778,CCc1nc(N)nc(N)c1-c1ccc(C)cc1,active,0.4,9.4
CHEMBL22327,COc1cc(Cc2cnc(N)nc2N)ccc1OCCCc1ccccc1,inactive,11700.0,4.93
CHEMBL22357,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1Cl,active,12.6,7.9
CHEMBL22357,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1Cl,intermediate,1141.3,5.94
CHEMBL4210735,Nc1nc(N)c2cc(NCc3ccc(CCNC(=O)c4ccc5c(c4)OCCO5)cc3)ccc2n1,active,80.9,7.09
CHEMBL186838,N/C(=N/O)c1ccc(Oc2cc(Cl)cc(Cl)c2)c([N+](=O)[O-])c1,intermediate,9800.0,5.01
CHEMBL7130,CC1(C)N=C(N)N=C(N)N1c1cccc(Cl)c1,active,90.0,7.05
CHEMBL95609,N/C(=N\O)c1cccc(CS(=O)(=O)c2ccc(Cl)cc2)c1,active,800.0,6.1
CHEMBL346963,CCCCCCCC1N=C(N)N=C(N)N1c1cccc(Cl)c1,active,1.0,9.0
CHEMBL7130,CC1(C)N=C(N)N=C(N)N1c1cccc(Cl)c1,active,50.0,7.3
CHEMBL278847,CCc1nc(N)nc(N)c1-c1cccc(Cl)c1,active,2.4,8.62
CHEMBL278847,CCc1nc(N)nc(N)c1-c1cccc(Cl)c1,active,2.7,8.57
CHEMBL325533,COc1cc(Cc2c(C)nc(N)nc2N)cc(OC)c1OC,inactive,22730.0,4.64
CHEMBL324775,CCCCCCCOc1cc(Cc2cnc(N)nc2N)ccc1OC,active,103.5,6.99
CHEMBL158054,CCCC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,intermediate,9229.0,5.04
CHEMBL2364573,NC(=O)c1ccc[n+]([C@H]2O[C@@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,active,14.5,7.84
CHEMBL186838,N/C(=N/O)c1ccc(Oc2cc(Cl)cc(Cl)c2)c([N+](=O)[O-])c1,inactive,32600.0,4.49
CHEMBL95783,N/N=C(\S)Nc1ccc(OCc2ccccc2)cc1,inactive,13700.0,4.86
CHEMBL95615,C=CCNC(=S)NNC(=O)c1cccn(Cc2cccc(Cl)c2)c1=O,intermediate,1700.0,5.77
CHEMBL416376,COc1cc(COc2ccc(Cc3cnc(N)nc3N)cc2)cc(OC)c1OC,active,170.0,6.77
CHEMBL118652,COc1cc(Cc2cnc(N)nc2N)ccc1OCCCOCCCOc1ccccc1,active,424.8,6.37
CHEMBL118602,CCc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OC)c1,active,50.0,7.3
CHEMBL444605,CC(=O)OCCCc1nc(N)nc(N)c1-c1cccc(Cl)c1,intermediate,1800.0,5.75
CHEMBL354011,NC1=NC(c2cccc(OCc3ccccc3)c2)N(c2cccc(Cl)c2)C(N)=N1,intermediate,3300.0,5.48
CHEMBL56146,Nc1ncc(Cc2ccc(OCc3ccccc3)cc2)c(N)n1,active,6.5,8.19
CHEMBL56146,Nc1ncc(Cc2ccc(OCc3ccccc3)cc2)c(N)n1,intermediate,4636.7,5.33
CHEMBL56146,Nc1ncc(Cc2ccc(OCc3ccccc3)cc2)c(N)n1,inactive,15150.0,4.82
CHEMBL119086,CCCOc1cc(Cc2c(N)nc(N)nc2CC)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,1.8,8.74
CHEMBL158054,CCCC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,intermediate,4432.0,5.35
