molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value,pChEMBL_value
CHEMBL345146,CC(C)C1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,active,36.5,7.44
CHEMBL94470,N=C(S)N/N=C/c1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,inactive,12500.0,4.9
CHEMBL22138,Nc1ncc(Cc2ccc(OCc3ccccc3)c(OCc3ccccc3)c2)c(N)n1,inactive,14600.0,4.84
CHEMBL22137,CCc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,intermediate,4200.0,5.38
CHEMBL19023,COc1ccc(Cc2cnc(N)nc2N)cc1,intermediate,3957.8,5.4
CHEMBL19023,COc1ccc(Cc2cnc(N)nc2N)cc1,inactive,20491.0,4.69
CHEMBL22901,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,70.0,7.16
CHEMBL186838,N/C(=N/O)c1ccc(Oc2cc(Cl)cc(Cl)c2)c([N+](=O)[O-])c1,intermediate,2400.0,5.62
CHEMBL186838,N/C(=N/O)c1ccc(Oc2cc(Cl)cc(Cl)c2)c([N+](=O)[O-])c1,intermediate,4200.0,5.38
CHEMBL161117,NC1=NC(c2cccc(Oc3ccccc3)c2)N(c2cccc(Cl)c2)C(N)=N1,active,2.5,8.6
CHEMBL416552,CCCCCCc1nc(N)nc(N)c1-c1ccccc1,intermediate,3000.0,5.52
CHEMBL21357,Cc1nc(N)nc(N)c1-c1ccc(Cl)cc1,active,103.7,6.98
CHEMBL22137,CCc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,active,273.4,6.56
CHEMBL22137,CCc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,active,30.0,7.52
CHEMBL118870,CCCCCOc1ccc(Cc2cnc(N)nc2N)cc1,active,914.6,6.04
CHEMBL158691,CC(C)C1(C)N=C(N)N=C(N)N1c1cccc(Cl)c1,active,213.0,6.67
CHEMBL329687,NC1=NC(c2ccccc2)N(c2cccc(Cl)c2)C(N)=N1,active,310.0,6.51
CHEMBL22901,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,40.0,7.4
CHEMBL22901,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,110.0,6.96
CHEMBL120123,COc1cc(Cc2c(C)nc(N)nc2N)ccc1OCc1ccccc1,active,66.3,7.18
CHEMBL352195,NC1=NC(c2cccc(Oc3ccc(Cl)cc3)c2)N(c2ccc(Cl)cc2)C(N)=N1,intermediate,2800.0,5.55
CHEMBL352195,NC1=NC(c2cccc(Oc3ccc(Cl)cc3)c2)N(c2ccc(Cl)cc2)C(N)=N1,active,420.0,6.38
CHEMBL56146,Nc1ncc(Cc2ccc(OCc3ccccc3)cc2)c(N)n1,inactive,17140.0,4.77
CHEMBL119086,CCCOc1cc(Cc2c(N)nc(N)nc2CC)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,693.1,6.16
CHEMBL118581,CCCCOc1cc(Cc2cnc(N)nc2N)ccc1OC,intermediate,1033.3,5.99
CHEMBL90461,CCC1N=C(N)N=C(N)N1c1ccc(Br)cc1,active,5.7,8.24
CHEMBL352441,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCCOC(=O)OCc2ccccc2)n1,intermediate,5900.0,5.23
CHEMBL158570,NC1=NC(c2cccc(Oc3ccc(Cl)cc3)c2)N(c2cccc(Cl)c2)C(N)=N1,active,1.9,8.72
CHEMBL416552,CCCCCCc1nc(N)nc(N)c1-c1ccccc1,active,60.0,7.22
CHEMBL324775,CCCCCCCOc1cc(Cc2cnc(N)nc2N)ccc1OC,active,445.1,6.35
CHEMBL22271,CCOc1c(Br)cc(-c2c(N)nc(N)nc2CC)cc1Br,active,534.5,6.27
CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,active,1.5,8.82
CHEMBL279986,CCc1nc(N)nc(N)c1-c1ccc(-c2ccccc2)cc1,active,421.3,6.38
CHEMBL21799,CCc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,active,9.0,8.05
CHEMBL21921,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCCc2ccccc2)n1,active,2.2,8.66
CHEMBL93001,NC1=NCN(c2ccc(F)cc2)C(N)=N1,active,88.0,7.06
CHEMBL4210479,COc1ccc(C(=O)NCCc2ccc(CNc3ccc4nc(N)nc(N)c4c3)cc2)cc1OC,active,61.1,7.21
CHEMBL4214368,COc1ccc(C(=O)NCCc2ccc(CNc3ccc4nc(N)nc(N)c4c3)cc2)cc1,active,157.2,6.8
CHEMBL92846,NC1=NCN(c2ccccc2)C(N)=N1,active,329.0,6.48
CHEMBL118581,CCCCOc1cc(Cc2cnc(N)nc2N)ccc1OC,active,2.5,8.6
CHEMBL119224,Nc1ncc(Cc2cccc(Oc3ccccc3)c2)c(N)n1,active,161.2,6.79
CHEMBL119224,Nc1ncc(Cc2cccc(Oc3ccccc3)c2)c(N)n1,active,671.4,6.17
CHEMBL6742,CC1(C)N=C(N)N=C(N)N1c1ccccc1,intermediate,1375.0,5.86
CHEMBL22327,COc1cc(Cc2cnc(N)nc2N)ccc1OCCCc1ccccc1,intermediate,3100.2,5.51
CHEMBL352441,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCCOC(=O)OCc2ccccc2)n1,intermediate,4100.0,5.39
CHEMBL346932,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCCOC(=O)c2ccccc2)n1,intermediate,1900.0,5.72
CHEMBL346982,CCCOc1ccc(C2N=C(N)N=C(N)N2c2cccc(Cl)c2)cc1,active,2.1,8.68
CHEMBL346982,CCCOc1ccc(C2N=C(N)N=C(N)N2c2cccc(Cl)c2)cc1,active,1000.0,6.0
CHEMBL7130,CC1(C)N=C(N)N=C(N)N1c1cccc(Cl)c1,intermediate,1300.0,5.89
CHEMBL352441,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCCOC(=O)OCc2ccccc2)n1,active,0.8,9.1
CHEMBL22039,Cc1nc(N)nc(N)c1-c1cccc(Cl)c1,active,6.5,8.19
CHEMBL161034,NC1=NC(c2ccc(Oc3ccccc3)cc2)N(c2ccc(Cl)cc2)C(N)=N1,active,145.0,6.84
CHEMBL161009,CCCCCCC1(C)N=C(N)N=C(N)N1c1cccc(Cl)c1,active,15.9,7.8
CHEMBL161009,CCCCCCC1(C)N=C(N)N=C(N)N1c1cccc(Cl)c1,active,101.0,7.0
CHEMBL161009,CCCCCCC1(C)N=C(N)N=C(N)N1c1cccc(Cl)c1,active,480.0,6.32
CHEMBL161009,CCCCCCC1(C)N=C(N)N=C(N)N1c1cccc(Cl)c1,active,510.0,6.29
CHEMBL545921,CC1(C)N=C(N)N=C(N)N1OCCCOc1cc(Cl)c(Cl)cc1Cl.Cl,active,0.57,9.24
CHEMBL4218177,COc1cccc(C(=O)NCCc2ccc(CNc3ccc4nc(N)nc(N)c4c3)cc2)c1,active,39.6,7.4
CHEMBL5596188,CCc1nc(N)nc(N)c1OCCCOc1ccc(-c2ccccc2)cc1,active,0.24,9.62
CHEMBL5598041,CCc1nc(N)nc(N)c1OCCCOc1ccc(-c2ccc(C(=O)O)cc2)cc1.Cl,active,0.16,9.8
CHEMBL5597998,CCc1nc(N)nc(N)c1OCCCCOc1cccc(-c2ccccc2)c1.Cl,active,0.25,9.6
CHEMBL5597152,CCc1nc(N)nc(N)c1OCCCCOc1ccc(-c2ccc(C(=O)O)cc2)cc1.Cl,active,0.24,9.62
CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,active,0.87,9.06
CHEMBL21408,Cc1nc(N)nc(N)c1-c1ccccc1,active,110.0,6.96
CHEMBL92846,NC1=NCN(c2ccccc2)C(N)=N1,active,85.0,7.07
CHEMBL365481,Cc1[nH]c(N)cc2nc3ccccc3c1-2,intermediate,2300.0,5.64
CHEMBL323554,C/N=C(\S)NNC(=O)c1cccn(Cc2cccc(Cl)c2)c1=O,active,900.0,6.05
CHEMBL95567,NNc1nc2ccccc2nc1NN,intermediate,8600.0,5.07
CHEMBL5421199,CCc1nc(N)nc(N)c1Cc1cccc(-c2ccc(C(=O)OC)cc2)c1.Cl,active,0.25,9.6
CHEMBL118602,CCc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OC)c1,intermediate,5060.0,5.3
CHEMBL5440218,CCc1nc(N)nc(N)c1Cc1ccc(-c2ccc(C(=O)OC)cc2)cc1.Cl,active,1.06,8.97
CHEMBL5597280,CCOC(=O)c1ccc(-c2ccc(OCCCOc3c(N)nc(N)nc3CC)cc2)cc1.Cl,active,0.58,9.24
CHEMBL5590041,CCOC(=O)c1ccc(-c2ccc(OCCCCOc3c(N)nc(N)nc3CC)cc2)cc1.Cl,active,0.67,9.17
CHEMBL138060,COc1ccc(OC)c(CNc2ccc3nc(N)nc(N)c3c2Cl)c1,active,0.39,9.41
CHEMBL22403,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCOCCCOc2ccccc2)n1,active,0.4,9.4
CHEMBL347190,CC(=O)OCCCc1nc(N)nc(N)c1-c1ccccc1,active,5.0,8.3
CHEMBL347190,CC(=O)OCCCc1nc(N)nc(N)c1-c1ccccc1,active,237.0,6.62
CHEMBL419231,CCCOc1cc(Cc2cnc(N)nc2N)ccc1OC,active,52.1,7.28
CHEMBL279948,Cc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,intermediate,3110.0,5.51
CHEMBL346963,CCCCCCCC1N=C(N)N=C(N)N1c1cccc(Cl)c1,active,2.7,8.57
CHEMBL346963,CCCCCCCC1N=C(N)N=C(N)N1c1cccc(Cl)c1,active,140.0,6.85
CHEMBL22693,Nc1nc(N)c(-c2ccccc2)c(CCCc2ccccc2)n1,active,1.1,8.96
CHEMBL22693,Nc1nc(N)c(-c2ccccc2)c(CCCc2ccccc2)n1,intermediate,8600.0,5.07
CHEMBL93893,NC1=NC(c2ccccc2)N(c2ccc(Br)cc2)C(N)=N1,active,2.9,8.54
CHEMBL93893,NC1=NC(c2ccccc2)N(c2ccc(Br)cc2)C(N)=N1,active,90.0,7.05
CHEMBL93889,NC1=NC(c2ccccc2)N(c2ccc(Cl)cc2)C(N)=N1,active,49.0,7.31
CHEMBL159052,NC1=NC(c2cccc(OCCCOc3cc(Cl)c(Cl)cc3Cl)c2)N(c2cccc(Cl)c2)C(N)=N1,active,4.5,8.35
CHEMBL278847,CCc1nc(N)nc(N)c1-c1cccc(Cl)c1,active,2.7,8.57
CHEMBL278847,CCc1nc(N)nc(N)c1-c1cccc(Cl)c1,intermediate,3900.0,5.41
CHEMBL21921,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCCc2ccccc2)n1,intermediate,5700.0,5.24
CHEMBL161757,NC1=NC(c2cccc(Oc3cc(Cl)cc(Cl)c3)c2)N(c2cccc(Cl)c2)C(N)=N1,intermediate,3100.0,5.51
CHEMBL22901,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,24.7,7.61
CHEMBL158570,NC1=NC(c2cccc(Oc3ccc(Cl)cc3)c2)N(c2cccc(Cl)c2)C(N)=N1,active,3.5,8.46
CHEMBL91345,Cc1ccc(N2C(N)=NC(N)=NC2c2ccccc2)cc1,active,7.7,8.11
CHEMBL549325,O=C(CCc1ccc(S(=O)(=O)NCCc2ccccc2)cc1)Nc1ccc2c(c1)OCCO2,inactive,35500.0,4.45
CHEMBL4206536,Nc1nc(N)c2cc(NCc3ccc(CCNC(=O)c4ccccc4F)cc3)ccc2n1,active,180.2,6.74
CHEMBL1201746,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,active,0.0134,10.87
CHEMBL5597854,CCc1nc(N)nc(N)c1OCCCCOc1ccc(-c2ccccc2)cc1.Cl,active,0.26,9.59
CHEMBL747,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,intermediate,1140.0,5.94
CHEMBL5432011,CCc1nc(N)nc(N)c1Cc1cccc(-c2ccc(C(=O)O)cc2)c1.Cl.Cl,active,0.48,9.32
CHEMBL278813,COc1ccc(CCCc2nc(N)nc(N)c2-c2cccc(Cl)c2)cc1,active,2.0,8.7
CHEMBL7130,CC1(C)N=C(N)N=C(N)N1c1cccc(Cl)c1,active,308.0,6.51
CHEMBL7130,CC1(C)N=C(N)N=C(N)N1c1cccc(Cl)c1,active,330.0,6.48
CHEMBL4213293,Nc1nc(N)c2cc(NCc3ccc(CCNC(=O)c4ccc5ccccc5c4)cc3)ccc2n1,active,67.9,7.17
CHEMBL5397904,CCc1nc(N)nc(N)c1Cc1cccc(-c2cccc(C(=O)O)c2)c1.Cl,active,0.23,9.64
CHEMBL95274,N/C(=N\O)c1ccc(CNC(=O)c2ccc(Cl)cc2)cc1,inactive,58000.0,4.24
CHEMBL94470,N=C(S)N/N=C/c1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,inactive,34000.0,4.47
CHEMBL243185,NC(=S)N/N=C/c1ccccc1,intermediate,9000.0,5.05
CHEMBL1939368,CCc1nnc(NC(=O)CCc2ccc(S(=O)(=O)Nc3ccc(F)cc3)cc2)s1,intermediate,6300.0,5.2
CHEMBL4468777,COc1ncc(-c2cccc(N3CCN(c4cnc(N)nc4N)CC3)c2)cn1,active,0.708,9.15
CHEMBL278813,COc1ccc(CCCc2nc(N)nc(N)c2-c2cccc(Cl)c2)cc1,intermediate,2700.0,5.57
CHEMBL161673,CCCCCCC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,intermediate,3300.0,5.48
CHEMBL118652,COc1cc(Cc2cnc(N)nc2N)ccc1OCCCOCCCOc1ccccc1,active,153.5,6.81
CHEMBL291931,COc1ccc(Cc2cnc(N)nc2N)cc1OCc1ccccc1,active,250.0,6.6
CHEMBL416373,CCCCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,5.6,8.25
CHEMBL416373,CCCCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,active,70.0,7.16
CHEMBL747,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,intermediate,2400.0,5.62
CHEMBL347190,CC(=O)OCCCc1nc(N)nc(N)c1-c1ccccc1,active,10.6,7.97
CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,active,0.19,9.72
CHEMBL22405,COC(=O)CCCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,active,145.0,6.84
CHEMBL159052,NC1=NC(c2cccc(OCCCOc3cc(Cl)c(Cl)cc3Cl)c2)N(c2cccc(Cl)c2)C(N)=N1,active,2.2,8.66
CHEMBL21691,Nc1nc(N)c(-c2ccc(Cl)cc2)c(CCCc2ccccc2)n1,active,0.7,9.15
CHEMBL22,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,active,242.1,6.62
CHEMBL291931,COc1ccc(Cc2cnc(N)nc2N)cc1OCc1ccccc1,active,7.2,8.14
CHEMBL13636,CC1N=C(N)N=C(N)N1c1cccc(Cl)c1,active,4.2,8.38
CHEMBL4218788,Nc1nc(N)c2cc(NCc3ccc(CCNC(=O)c4ccc(F)cc4)cc3)ccc2n1,active,118.0,6.93
CHEMBL5598010,CCc1nc(N)nc(N)c1OCCCOc1cccc(-c2ccccc2)c1.Cl,active,0.6,9.22
CHEMBL434771,CCc1nc(N)nc(N)c1-c1ccc2c(c1)OCO2,active,121.0,6.92
CHEMBL161034,NC1=NC(c2ccc(Oc3ccccc3)cc2)N(c2ccc(Cl)cc2)C(N)=N1,intermediate,6900.0,5.16
CHEMBL3040038,CCc1nc(N)nc(N)c1OCCCOc1ccccc1CCC(=O)O,active,0.43,9.37
CHEMBL22,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,active,0.59,9.23
CHEMBL4553229,Nc1ncc(N2CCN(c3ccccc3)CC2)c(N)n1,active,1.91,8.72
CHEMBL279948,Cc1nc(N)nc(N)c1Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,active,8.6,8.07
CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,active,5.25,8.28
CHEMBL346963,CCCCCCCC1N=C(N)N=C(N)N1c1cccc(Cl)c1,active,330.0,6.48
CHEMBL346963,CCCCCCCC1N=C(N)N=C(N)N1c1cccc(Cl)c1,intermediate,2500.0,5.6
CHEMBL93974,NC1=NC(c2ccccc2)N(c2ccc(Cl)c(Cl)c2)C(N)=N1,active,1.6,8.8
CHEMBL5786336,Nc1ncc(N2CCN(c3cccc(C4CCOCC4)c3)CC2)c(N)n1,active,1.1,8.96
CHEMBL7130,CC1(C)N=C(N)N=C(N)N1c1cccc(Cl)c1,active,520.0,6.28
CHEMBL161034,NC1=NC(c2ccc(Oc3ccccc3)cc2)N(c2ccc(Cl)cc2)C(N)=N1,active,3.8,8.42
CHEMBL161034,NC1=NC(c2ccc(Oc3ccccc3)cc2)N(c2ccc(Cl)cc2)C(N)=N1,active,120.0,6.92
CHEMBL22693,Nc1nc(N)c(-c2ccccc2)c(CCCc2ccccc2)n1,active,210.0,6.68
CHEMBL422005,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCCO)n1,active,9.2,8.04
CHEMBL422005,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCCO)n1,active,29.0,7.54
CHEMBL422005,Nc1nc(N)c(-c2cccc(Cl)c2)c(CCCO)n1,intermediate,1900.0,5.72
CHEMBL5499545,CCc1nc(N)nc(N)c1Cc1ccc(-c2cccc(C(=O)O)c2)cc1,active,0.29,9.54
CHEMBL5822647,CCCc1nc(N)nc(N)c1N1CCN(c2ccccc2)CC1,active,14.1,7.85
CHEMBL34259,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,active,0.891,9.05
